TOKEN_ID,TOKEN_NAME,Buildings: Residential,Buildings: Commercial,Buildings: Industrial,Buildings: Public,NUM_TRAITS,RARITY_SCORE,Rank
6188,Block #6188-6188,32.583239995927094,11.12811239393518,3.3898305084745766,2689.075630252101,22857.14285714286,25593.3196702933,1
9994,Block #9994-9994,8.62022520338344,7.578628268283441,19.267822736030826,2689.075630252101,22857.14285714286,25581.68516360266,2
6064,Block #6064-6064,11.760814436399722,3.0098950299108322,14.245014245014245,2689.075630252101,22857.14285714286,25575.234211106283,3
1024,Block #1024-1024,8.62022520338344,11.12811239393518,5.310674455655868,2689.075630252101,22857.14285714286,25571.277499447933,4
6092,Block #6092-6092,13.225326500247975,3.0098950299108322,5.310674455655868,2689.075630252101,22857.14285714286,25567.764383380774,5
2839,Block #2839,8.62022520338344,7.578628268283441,3.3898305084745766,2689.075630252101,22857.14285714286,25565.8071713751,6
8041,Block #8041,9.287745980147443,3.0098950299108322,3.3898305084745766,2689.075630252101,22857.14285714286,25561.905958913492,7
2105,Block #2105-2105,13913.04347826087,16.349887594522787,3.3898305084745766,27.43954724747042,16.011207845491846,13976.233951456828,8
5535,Block #5535-5535,13913.04347826087,3.0098950299108322,3.3898305084745766,22.651659941955124,16.011207845491846,13958.106071586702,9
3925,Block #3925-3925,13.225326500247975,11428.57142857143,14.245014245014245,15.818091942659418,16.011207845491846,11487.871069104842,10
4249,Block #4249-4249,11.760814436399722,11428.57142857143,14.836795252225519,15.818091942659418,16.011207845491846,11486.998338048206,11
6140,Block #6140-6140,9.287745980147443,11428.57142857143,3.3898305084745766,22.651659941955124,16.011207845491846,11479.911872847499,12
6305,Block #6305-6305,11.760814436399722,11428.57142857143,11.737089201877934,3.956185248374255,16.011207845491846,11472.036725303573,13
3916,Block #3916-3916,6.647416855356363,10.484927916120578,10000.0,298.78618113912233,16.011207845491846,10331.929733756091,14
3276,Block #3276-3276,11.760814436399722,11.12811239393518,10000.0,3.956185248374255,16.011207845491846,10042.856319924202,15
1825,Block #1825-1825,6.647416855356363,3.0098950299108322,10000.0,11.00147832364974,16.011207845491846,10036.669998054407,16
7420,Block #7420-7420,32.583239995927094,5714.285714285715,14.245014245014245,22.651659941955124,16.011207845491846,5799.776836314103,17
1722,Block #1722-1722,8.62022520338344,5714.285714285715,3.3898305084745766,22.651659941955124,16.011207845491846,5764.95863778502,18
3750,Block #3750-3750,13.225326500247975,3.0098950299108322,5000.0,11.00147832364974,16.011207845491846,5043.247907699301,19
8670,Block #8670-8670,6.647416855356363,7.578628268283441,5000.0,3.956185248374255,16.011207845491846,5034.193438217506,20
8965,Block #8965-8965,3478.2608695652175,32.375556454876566,1000.0,11.00147832364974,16.011207845491846,4537.649112189236,21
278,Block #278-278,20.827909398594116,7.578628268283441,833.3333333333334,3137.2549019607845,16.011207845491846,4015.005980806487,22
5133,Block #5133-5133,3478.2608695652175,11.661807580174926,188.67924528301887,15.818091942659418,16.011207845491846,3710.431222216562,23
3840,Block #3840-3840,3478.2608695652175,7.578628268283441,11.737089201877934,15.818091942659418,16.011207845491846,3529.40588682353,24
5799,Block #5799-5799,3478.2608695652175,7.578628268283441,5.310674455655868,15.818091942659418,16.011207845491846,3522.979472077308,25
5393,Block #5393-5393,16.4846486709252,3.0098950299108322,14.836795252225519,3137.2549019607845,16.011207845491846,3187.597448759338,26
4427,Block #4427-4427,16.4846486709252,3.0098950299108322,14.836795252225519,3137.2549019607845,16.011207845491846,3187.597448759338,27
1174,Block #1174-1174,11.760814436399722,10.484927916120578,5.310674455655868,3137.2549019607845,16.011207845491846,3180.8225266144523,28
2102,Block #2102-2102,8.62022520338344,3.0098950299108322,14.245014245014245,3137.2549019607845,16.011207845491846,3179.141244284585,29
1322,Block #1322-1322,11.760814436399722,3.0098950299108322,5.310674455655868,3137.2549019607845,16.011207845491846,3173.3474937282426,30
3070,Block #3070-3070,2782.608695652174,11.661807580174926,3.3898305084745766,74.99414108272791,16.011207845491846,2888.665682669043,31
4899,Block #4899-4899,1987.5776397515529,3.0098950299108322,833.3333333333334,15.818091942659418,16.011207845491846,2855.7501679029483,32
8620,Block #8620-8620,2782.608695652174,11.12811239393518,15.698587127158554,22.651659941955124,16.011207845491846,2848.0982629607147,33
2397,Block #2397-2397,2782.608695652174,32.375556454876566,5.310674455655868,11.00147832364974,16.011207845491846,2847.3076127318477,34
4087,Block #4087-4087,2782.608695652174,3.0098950299108322,19.267822736030826,11.00147832364974,16.011207845491846,2831.899099587257,35
6526,Block #6526-6526,2782.608695652174,3.0098950299108322,5.310674455655868,22.651659941955124,16.011207845491846,2829.5921329251873,36
5276,Block #5276-5276,2782.608695652174,10.484927916120578,3.3898305084745766,15.818091942659418,16.011207845491846,2828.3127538649205,37
124,Block #124-124,2782.608695652174,3.0098950299108322,5.310674455655868,15.818091942659418,16.011207845491846,2822.7585649258917,38
3275,Block #3275-3275,2782.608695652174,7.578628268283441,5.310674455655868,11.00147832364974,16.011207845491846,2822.5106845452547,39
201,Block #201-201,2782.608695652174,3.0098950299108322,3.3898305084745766,15.818091942659418,16.011207845491846,2820.8377209787104,40
1551,Block #1551-1551,2782.608695652174,7.578628268283441,3.3898305084745766,3.956185248374255,16.011207845491846,2813.544547522798,41
7271,Block #7271-7271,48.477503408574464,11.661807580174926,2500.0,3.956185248374255,16.011207845491846,2580.1067040826156,42
3981,Block #3981-3981,20.827909398594116,7.578628268283441,2500.0,15.818091942659418,16.011207845491846,2560.235837455029,43
8110,Block #8110-8110,11.760814436399722,11.661807580174926,2500.0,15.818091942659418,16.011207845491846,2555.251921804726,44
